videoID;country;views
"P2hu_VsRVfM";"TW";0
"P2hu_VsRVfM";"ZA";0
"lOdLJx1zL7Y";"AE";0
"lOdLJx1zL7Y";"AR";0
"lOdLJx1zL7Y";"AZ";0
"lOdLJx1zL7Y";"BE";0
"lOdLJx1zL7Y";"CH";0
"lOdLJx1zL7Y";"CM";0
"lOdLJx1zL7Y";"CO";0
"lOdLJx1zL7Y";"CZ";0
"lOdLJx1zL7Y";"DK";0
"lOdLJx1zL7Y";"FI";0
"lOdLJx1zL7Y";"FR";0
"lOdLJx1zL7Y";"GH";0
"lOdLJx1zL7Y";"GR";0
"lOdLJx1zL7Y";"ID";0
"lOdLJx1zL7Y";"IE";0
"lOdLJx1zL7Y";"IT";0
"lOdLJx1zL7Y";"JE";0
"lOdLJx1zL7Y";"JO";0
"lOdLJx1zL7Y";"JP";0
"lOdLJx1zL7Y";"KE";0
"lOdLJx1zL7Y";"KR";0
"lOdLJx1zL7Y";"MX";0
"lOdLJx1zL7Y";"MY";0
"lOdLJx1zL7Y";"NG";0
"lOdLJx1zL7Y";"NO";0
"lOdLJx1zL7Y";"NZ";0
"lOdLJx1zL7Y";"PE";0
"lOdLJx1zL7Y";"PH";0
"lOdLJx1zL7Y";"PK";0
"lOdLJx1zL7Y";"PL";0
"lOdLJx1zL7Y";"PT";0
"lOdLJx1zL7Y";"SA";0
"lOdLJx1zL7Y";"SE";0
"lOdLJx1zL7Y";"TH";0
"lOdLJx1zL7Y";"TN";0
"lOdLJx1zL7Y";"TR";0
"lOdLJx1zL7Y";"TW";0
"lOdLJx1zL7Y";"ZA";0
"u7SyqTpLIJc";"AR";0
"u7SyqTpLIJc";"BE";0
"u7SyqTpLIJc";"CH";0
"u7SyqTpLIJc";"CO";0
"u7SyqTpLIJc";"CR";0
"u7SyqTpLIJc";"FI";0
"u7SyqTpLIJc";"HK";0
"u7SyqTpLIJc";"ID";0
"u7SyqTpLIJc";"IT";0
"u7SyqTpLIJc";"KY";0
"u7SyqTpLIJc";"MA";0
"u7SyqTpLIJc";"MX";0
"u7SyqTpLIJc";"PE";0
"u7SyqTpLIJc";"PH";0
"u7SyqTpLIJc";"PT";0
"u7SyqTpLIJc";"SA";0
"u7SyqTpLIJc";"SE";0
"u7SyqTpLIJc";"SK";0
"u7SyqTpLIJc";"TH";0
"u7SyqTpLIJc";"TR";0
"wUzZChTlzdE";"AR";0
"wUzZChTlzdE";"CL";0
"wUzZChTlzdE";"CO";0
"wUzZChTlzdE";"HK";0
"wUzZChTlzdE";"IT";0
"wUzZChTlzdE";"KZ";0
"wUzZChTlzdE";"LT";0
"wUzZChTlzdE";"MX";0
"wUzZChTlzdE";"PT";0
"wUzZChTlzdE";"SE";0
"wUzZChTlzdE";"ZA";0
"ezGQ1YxfAOU";"MY";0
"ezGQ1YxfAOU";"PH";0
"dcjQLZgoNA0";"BB";0
"dcjQLZgoNA0";"DK";0
"dcjQLZgoNA0";"FR";0
"dcjQLZgoNA0";"MX";0
"dcjQLZgoNA0";"NL";0
"dcjQLZgoNA0";"TH";0
"dcjQLZgoNA0";"ZA";0
"uFhsqX_A6XA";"NL";0
"i1kCHZEhnEY";"DK";0
"i1kCHZEhnEY";"DZ";0
"i1kCHZEhnEY";"HK";0
"i1kCHZEhnEY";"HU";0
"i1kCHZEhnEY";"IT";0
